,id,date,price,bedrooms,bathrooms,sqft_living,sqft_lot,floors,waterfront,view,condition,grade,sqft_above,sqft_basement,yr_built,yr_renovated,zipcode,lat,long,sqft_living15,sqft_lot15,Price category,has_basement,distance_to_city
1038,7215722010,20150226T000000,566000,3,2.5,1560,5259,2,0,0,3,8,1560,0,1999,0,98075,47.5985,-122.016,2170,5461,High tier,0,35.43986409
1039,16000435,20150316T000000,218500,2,1,1600,8961,1,0,0,4,7,1390,210,1949,0,98002,47.3098,-122.21,1502,6798,Middle tier,1,22.60285083
1040,7197300105,20140502T000000,550000,4,2.5,1940,10500,1,0,0,4,7,1140,800,1976,0,98052,47.683,-122.114,2200,10500,High tier,1,24.9091958
1041,2877101031,20140702T000000,512031,3,1.75,1540,3000,1,0,2,3,7,770,770,1920,0,98117,47.6769,-122.36,1420,4200,High tier,1,4.852018156
1042,2892600016,20150317T000000,197500,2,1,820,8860,1,0,0,3,6,820,0,1950,0,98055,47.452,-122.19,1660,15375,Low tier,0,18.63450379
1043,2423020270,20140715T000000,470000,3,2.25,1780,8784,1,0,0,3,7,1230,550,1977,0,98033,47.701,-122.172,1780,7704,Middle tier,1,18.86651783
1044,1825079070,20150313T000000,590000,3,1.75,1560,242629,1,0,0,3,7,1560,0,1981,0,98053,47.6493,-121.956,2320,220654,High tier,0,42.16689797
1045,5255710160,20150318T000000,465000,4,2.25,2210,8862,1,0,0,4,8,1270,940,1977,0,98011,47.7725,-122.198,2030,8862,Middle tier,1,17.98215417
1046,723069135,20140915T000000,499000,2,1.75,2040,114562,1,0,0,4,7,2040,0,1968,0,98027,47.4985,-122.092,1850,94960,Middle tier,0,27.78683683
1047,2024059094,20140825T000000,515000,3,2.25,1920,11500,1,0,0,3,8,1920,0,1972,2000,98006,47.5498,-122.188,2260,8866,High tier,0,16.70062785
1048,7613700860,20141106T000000,716500,3,1.75,1930,5000,1,0,0,3,9,1230,700,1936,0,98105,47.6582,-122.278,2300,6000,High tier,1,6.907682092
1049,2771101200,20140517T000000,410000,3,2,1700,4250,1,0,0,3,6,890,810,1944,0,98199,47.6542,-122.385,1440,4250,Middle tier,1,6.17248179
1050,7625704510,20141022T000000,850000,4,3.25,3450,6500,2,0,0,3,8,2450,1000,1994,0,98136,47.5437,-122.388,1750,6500,High tier,1,7.141438319
1051,1762600260,20140522T000000,1050000,4,3.25,3440,35021,2,0,0,3,10,3440,0,1983,0,98033,47.6476,-122.184,3440,35021,High tier,0,16.89594938
1052,2553300030,20140609T000000,648000,4,2.5,2380,13435,2,0,0,3,10,2380,0,1992,0,98075,47.5833,-122.028,2730,9677,High tier,0,34.13645277
1053,5309101200,20140605T000000,620000,4,2.25,2400,5350,1.5,0,0,4,7,1460,940,1929,0,98117,47.6763,-122.37,1250,4880,High tier,1,5.547045623
1054,5416300240,20150202T000000,935000,4,4.5,5670,84267,2,0,2,3,11,5670,0,2008,0,98010,47.323,-122.044,4100,83729,High tier,0,36.5320184
1055,3756600240,20150319T000000,379000,3,1,1140,10320,1,0,0,4,7,1140,0,1963,0,98034,47.7168,-122.196,1140,10412,Middle tier,0,16.65858013
1056,8127700445,20140716T000000,699000,3,1.75,1670,5375,1,0,0,3,7,1270,400,1952,0,98199,47.6416,-122.397,1460,6125,High tier,1,7.17523048
1057,9421500070,20141230T000000,528000,4,2.25,1910,8005,1,0,0,3,8,1280,630,1960,0,98125,47.7259,-122.298,1860,8010,High tier,1,7.978531201
1058,9477710160,20150426T000000,425000,3,1.75,1560,9452,1,0,0,4,8,1560,0,1974,0,98056,47.5197,-122.18,2200,9985,Middle tier,0,18.02154896
1059,1795500240,20140623T000000,249500,2,1.75,1500,8645,1,0,0,4,7,1500,0,1963,0,98042,47.3643,-122.115,1220,8645,Middle tier,0,28.45491673
1060,7203220260,20140716T000000,1040000,5,3.25,4475,6642,2,0,0,3,9,4475,0,2014,0,98053,47.6849,-122.018,3720,6633,High tier,0,35.48475829
1061,3524039204,20140813T000000,790000,4,2.75,2840,11900,1,0,3,4,9,1640,1200,1961,0,98136,47.5271,-122.386,2790,10070,High tier,1,7.565971744
1062,5706200060,20140818T000000,399950,3,1,1020,18050,1,0,0,3,7,1020,0,1969,0,98027,47.5254,-122.043,1750,11640,Middle tier,0,32.82001936
1063,7283900012,20141021T000000,275000,3,1.5,1410,9000,1,0,0,3,7,1410,0,1953,0,98133,47.7635,-122.35,1910,7214,Middle tier,0,9.259162766
1064,809001070,20150123T000000,550000,3,1,1520,2500,1.5,0,0,3,8,1520,0,1912,0,98109,47.6347,-122.352,1880,3600,High tier,0,2.406261488
1065,3340401535,20141105T000000,140000,1,1,730,6890,1,0,0,4,4,730,0,1926,0,98055,47.467,-122.215,1790,7969,Low tier,0,15.79981789
1066,1607100139,20140725T000000,250000,3,1,1190,6250,1,0,0,3,7,990,200,1954,0,98108,47.5658,-122.292,1760,6434,Middle tier,1,5.43684883
1067,8699800060,20140903T000000,318000,3,2.25,1410,8909,2,0,2,3,7,1410,0,1988,0,98198,47.3983,-122.31,2050,8909,Middle tier,0,12.91139345
1068,524069037,20140710T000000,505000,2,1,1240,57000,1,0,0,3,7,1240,0,1962,0,98075,47.597,-122.059,3050,25545,High tier,0,30.66179802
1069,6072600200,20150417T000000,470500,5,2.5,2500,9248,1,0,0,3,8,1300,1200,1966,0,98006,47.5415,-122.18,2090,8568,Middle tier,1,17.67779042
1070,5144000036,20140527T000000,360000,3,1,1050,9206,1.5,0,0,3,7,1050,0,1954,0,98125,47.7071,-122.301,1380,6384,Middle tier,0,6.853484968
1071,7855300200,20150319T000000,1240000,4,2.75,2680,8500,1,0,4,4,9,1480,1200,1962,0,98006,47.5634,-122.156,2940,8650,High tier,1,20.0611219
1072,2485000202,20150410T000000,986000,3,2.5,2380,16080,1,0,2,4,9,1340,1040,1964,0,98136,47.5262,-122.386,2560,10070,High tier,1,7.601226516
1073,9209900270,20150205T000000,515000,2,1,1060,4228,1,0,0,3,7,860,200,1906,0,98112,47.6231,-122.293,1060,4187,High tier,1,4.691746463
1074,6099400030,20150114T000000,320000,3,1.75,2300,41900,1,0,0,4,8,1310,990,1939,0,98168,47.477,-122.292,1160,8547,Middle tier,1,9.245302294
1075,9368700223,20150202T000000,310000,4,3,2010,7426,1,0,0,5,7,1090,920,1951,0,98178,47.5042,-122.265,1470,7426,Middle tier,1,9.994563211
1076,1782000160,20140530T000000,356700,2,1,1090,5000,1,0,0,4,7,730,360,1942,0,98126,47.5258,-122.378,990,5250,Middle tier,1,6.974679585
1077,269001360,20150422T000000,775000,4,1.75,2320,5595,1,0,0,3,7,1510,810,1956,0,98199,47.6397,-122.388,1840,5596,High tier,1,6.180889786
1078,390100060,20150421T000000,325000,3,1,1040,7541,1,0,0,3,6,1040,0,1951,0,98133,47.7565,-122.339,1140,6100,Middle tier,0,8.696282698
1079,7888400560,20141002T000000,208000,4,2.75,1810,8677,1.5,0,0,3,7,1810,0,1962,0,98198,47.3668,-122.31,1740,8677,Middle tier,0,14.74684886
1080,7567600045,20140827T000000,825000,2,1,1150,12775,1,1,4,4,6,1150,0,1908,0,98178,47.502,-122.222,2440,11852,High tier,0,14.08678175
1081,7764200030,20140716T000000,515000,3,2.5,2360,11254,1,0,2,3,9,2360,0,1990,0,98003,47.3356,-122.333,2390,11254,High tier,0,16.3509745
1082,9828202545,20150127T000000,490000,3,1.5,1970,3400,1.5,0,0,4,8,1420,550,1929,0,98122,47.6163,-122.292,1940,4000,Middle tier,1,4.755371036
1083,6114600030,20140520T000000,675000,4,3,2690,28300,1,0,0,3,8,2690,0,1954,1999,98166,47.4458,-122.343,2820,27100,High tier,0,9.841255263
1084,9834200885,20140717T000000,360000,4,2.5,2080,4080,1,0,0,5,7,1040,1040,1962,0,98144,47.572,-122.29,1340,4080,Middle tier,1,5.467625128
1085,9834200885,20150420T000000,550000,4,2.5,2080,4080,1,0,0,5,7,1040,1040,1962,0,98144,47.572,-122.29,1340,4080,High tier,1,5.467625128
1086,3509600070,20140725T000000,225000,3,1.5,1370,9000,1,0,0,3,7,1370,0,1962,0,98168,47.4973,-122.328,1400,9075,Middle tier,0,6.773277013
1087,2473002080,20150317T000000,500000,3,2.75,3410,9360,1.5,0,0,4,8,3410,0,1967,0,98058,47.4497,-122.147,2260,10128,High tier,0,22.94341929
1088,1081300370,20150427T000000,385000,4,2,1850,11700,1,0,0,4,8,1850,0,1969,0,98059,47.4702,-122.12,2110,11700,Middle tier,0,25.27708958
1089,11501160,20140617T000000,837700,5,2.75,3010,12611,2,0,0,3,10,3010,0,1994,0,98052,47.696,-122.102,2890,9456,High tier,0,26.36166423
1090,7202330370,20150210T000000,448000,3,2.25,1530,3056,2,0,0,3,7,1530,0,2003,0,98053,47.6817,-122.035,1560,3064,Middle tier,0,33.58570126
1091,7000100631,20150507T000000,730000,5,1.75,2690,21357,1,0,0,4,7,1420,1270,1952,0,98004,47.5831,-122.191,2600,17539,High tier,1,16.0562813
1092,2484200171,20140714T000000,575000,4,1.5,2810,7140,1,0,2,3,8,1490,1320,1954,0,98136,47.5252,-122.382,2240,6825,High tier,1,7.314071614
1093,9477201040,20141118T000000,430000,3,1.75,1810,7300,1,0,0,4,7,1240,570,1976,0,98034,47.7299,-122.192,1460,7560,Middle tier,1,17.37332179
1094,7202290160,20150114T000000,435000,3,2.5,1560,3987,2,0,0,3,7,1560,0,2002,0,98053,47.687,-122.043,1600,3152,Middle tier,0,32.74538773
1095,4366700140,20141219T000000,241000,3,1,1010,9611,1,0,0,4,6,1010,0,1973,0,98092,47.3006,-122.066,1200,9611,Middle tier,0,35.06580587
1096,5457300478,20150513T000000,453500,2,1.75,1000,1760,1,0,0,4,6,600,400,1924,0,98109,47.6261,-122.355,2120,2802,Middle tier,1,2.444973293
1097,9158100116,20150406T000000,285000,2,1.5,990,1380,3,0,0,3,7,990,0,2001,0,98133,47.7218,-122.356,1050,1380,Middle tier,0,7.0331407
1098,7227500830,20140528T000000,151000,2,1,720,4222,1,0,0,4,5,720,0,1942,0,98056,47.4965,-122.186,860,4785,Low tier,0,17.86112429
1099,7237500390,20141110T000000,1570000,5,4.5,6070,14731,2,0,0,3,11,6070,0,2004,0,98059,47.5306,-122.134,4750,13404,High tier,0,22.80959536
1100,2197600451,20141105T000000,631000,5,2,2270,2400,2,0,0,3,7,2270,0,1905,0,98122,47.6051,-122.319,1320,2400,High tier,0,1.770189136
1101,3278604400,20140602T000000,285000,2,2.5,1380,1073,2,0,0,3,7,1140,240,2011,0,98126,47.5462,-122.369,1580,2036,Middle tier,1,5.406522853
1102,1788700160,20150220T000000,195000,3,1,1260,8378,1,0,0,4,6,840,420,1959,1977,98023,47.3274,-122.348,1140,8496,Low tier,1,16.90635326
1103,3276930270,20150425T000000,817500,4,2.5,2910,35679,2,0,0,4,9,2910,0,1987,0,98075,47.5859,-121.991,2720,36728,High tier,0,38.24036229
1104,7374600060,20150109T000000,550000,3,2,1810,12825,1,0,0,4,7,1810,0,1960,0,98007,47.5953,-122.14,1490,10800,High tier,0,21.66335759
1105,2505500030,20140703T000000,1130000,4,2.5,3160,8281,2,0,0,4,9,3160,0,1995,0,98033,47.6699,-122.195,3000,8281,High tier,0,15.92390128
1106,2770604942,20141230T000000,609850,2,2.75,1910,1369,3,0,0,3,9,1910,0,2002,0,98119,47.6544,-122.373,1910,1879,High tier,0,4.999996644
1107,7831800505,20150106T000000,200000,3,1,1230,4380,1,0,0,3,6,1230,0,1947,0,98106,47.5352,-122.361,1525,6026,Middle tier,0,5.353574477
1108,5416510060,20150306T000000,367000,4,2.5,2960,6219,2,0,0,3,9,2960,0,2006,0,98038,47.3603,-122.037,2960,5361,Middle tier,0,36.2641268
1109,4137010260,20140825T000000,285167,3,2.25,2200,8375,2,0,0,3,8,2200,0,1988,0,98092,47.2626,-122.218,2200,10002,Middle tier,0,24.39330565
1110,7683800200,20150402T000000,275000,2,1.5,1270,32175,1,0,0,4,7,1270,0,1947,0,98003,47.3347,-122.304,1270,10200,Middle tier,0,16.74744573
1111,1509500160,20150324T000000,350900,4,2.5,2540,12843,2,0,0,3,9,2540,0,1992,0,98030,47.3866,-122.169,2410,9383,Middle tier,0,22.71185505
1112,3904940200,20140620T000000,660000,4,3.25,3030,9273,2,0,0,5,8,3030,0,1988,0,98029,47.5747,-122.014,2360,7632,High tier,0,35.71811952
1113,4037200295,20140819T000000,525000,3,1.75,1520,8835,1,0,0,4,7,1520,0,1957,0,98008,47.6054,-122.118,1760,8580,High tier,0,24.09274926
1114,7258200055,20150206T000000,262000,4,2.5,1560,7800,2,0,0,3,7,1560,0,1997,0,98168,47.514,-122.316,1160,7800,Middle tier,0,6.102031112
1115,9178600560,20140623T000000,690000,2,1,970,4560,1,0,0,4,7,970,0,1907,0,98103,47.6561,-122.332,1500,4560,High tier,0,2.72704446
1116,255520260,20150324T000000,624000,5,3.75,3570,14648,2,0,0,3,9,3570,0,2005,0,98019,47.7377,-121.974,3160,7882,High tier,0,40.8030754
1117,751000060,20140506T000000,353000,3,1,1350,7740,1,0,0,4,6,860,490,1947,0,98125,47.7098,-122.291,1130,7740,Middle tier,1,7.64121496
1118,3343900326,20150311T000000,552500,4,3.5,3710,10400,2,0,0,3,8,2290,1420,2002,0,98056,47.5041,-122.186,1720,4276,High tier,1,17.69515068
1119,7137900320,20140509T000000,224500,4,1,1430,8355,1.5,0,0,4,7,1430,0,1983,0,98092,47.3178,-122.174,1550,7938,Middle tier,0,24.9168231
1120,2641800060,20150427T000000,239000,3,1,940,8571,1,0,0,3,6,940,0,1950,0,98146,47.5006,-122.336,1100,8573,Middle tier,0,6.538929752
1121,293760310,20140711T000000,975000,5,4.5,4300,12250,2,0,0,3,10,4300,0,2004,0,98029,47.5557,-122.027,3950,12250,High tier,0,34.36325185
1122,7237501180,20140625T000000,1200000,4,1.75,3990,13470,2,0,0,3,11,3990,0,2006,0,98059,47.5305,-122.131,5790,13709,High tier,0,23.13717791
1123,5332200550,20150325T000000,505000,3,1,1380,4000,1.5,0,0,3,7,1380,0,1910,0,98112,47.6261,-122.296,1690,4000,High tier,0,4.3968477
1124,3450300240,20140515T000000,302000,4,1.75,2020,7865,1,0,0,4,7,1010,1010,1963,0,98059,47.5008,-122.162,1650,7865,Middle tier,1,20.27187081
1125,9352900695,20140922T000000,170000,3,1,1480,5670,1,0,0,3,6,780,700,1944,0,98106,47.5175,-122.36,760,5040,Low tier,1,6.210251404
1126,3324069070,20140707T000000,195000,2,1,1190,27007,1,0,0,4,5,1190,0,1910,0,98027,47.524,-122.04,1730,12632,Low tier,0,33.16236491
1127,8062900070,20140909T000000,272000,5,1.5,2550,6300,1,0,0,4,7,1560,990,1959,0,98056,47.5014,-122.172,1380,6300,Middle tier,1,19.2104035
1128,8062900070,20150213T000000,369000,5,1.5,2550,6300,1,0,0,4,7,1560,990,1959,0,98056,47.5014,-122.172,1380,6300,Middle tier,1,19.2104035
1129,4427100030,20150114T000000,332500,3,1.5,1500,6332,1,0,0,3,7,1500,0,1953,0,98125,47.7274,-122.312,1500,6337,Middle tier,0,7.391918399
1130,4039100400,20150506T000000,515000,3,2.5,3000,8250,1,0,0,4,8,1760,1240,1963,0,98008,47.6191,-122.112,2040,8250,High tier,1,24.76324166
1131,2171400126,20140605T000000,269000,3,1,1690,4250,1,0,0,3,7,1020,670,1967,0,98178,47.4945,-122.258,1820,8865,Middle tier,1,10.96169298
1132,7135520810,20140730T000000,1280000,4,4,4390,17832,1,0,0,4,11,2430,1960,1994,0,98059,47.5283,-122.143,3090,12369,High tier,1,21.86183184
1133,2475201180,20150206T000000,303000,3,2.5,1560,4100,2,0,0,3,7,1560,0,1985,0,98055,47.4733,-122.189,1660,4400,Middle tier,0,18.12844395
1134,4024100951,20150105T000000,420000,7,3,2940,8624,1,0,0,3,8,1690,1250,1977,0,98155,47.7555,-122.307,1850,8031,Middle tier,1,9.151638774
1135,6021502830,20141110T000000,400000,3,1,1130,4100,1,0,0,3,7,990,140,1941,0,98117,47.6856,-122.385,1800,4100,Middle tier,1,7.163049557
1136,7710100083,20150204T000000,225000,3,1,1020,8437,1,0,0,5,6,1020,0,1987,0,98022,47.2093,-122,1420,8500,Middle tier,0,44.14577846
1137,2781270550,20140916T000000,219000,2,2,1310,2550,2,0,0,3,6,1310,0,2004,0,98038,47.3496,-122.022,1310,2550,Middle tier,0,38.04423512
1138,200510060,20141231T000000,605000,3,2.5,2570,9487,2,0,3,3,9,2570,0,1989,0,98011,47.7408,-122.216,2490,9898,High tier,0,15.29440199
1139,9554200105,20141014T000000,625000,4,2,2020,6867,1,0,0,5,8,1010,1010,1942,0,98115,47.7,-122.292,1250,6842,High tier,1,7.126437539
1140,3320000810,20150224T000000,380000,5,2,1680,3240,1,0,0,3,5,840,840,1906,0,98144,47.5965,-122.311,1380,1260,Middle tier,1,2.75905269
1141,643500060,20150424T000000,620000,4,2,1770,7700,1.5,0,0,4,7,1770,0,1962,0,98007,47.5916,-122.146,1710,7700,High tier,0,21.00736759
1142,2537500140,20140627T000000,687500,4,2.75,3190,10970,2,0,0,3,10,3190,0,1994,0,98075,47.5862,-122.029,2850,8416,High tier,0,34.01768048
1143,5112800421,20140723T000000,225500,4,2,1440,7950,1,0,0,5,6,1440,0,1962,0,98058,47.4517,-122.082,1530,20037,Middle tier,0,29.62866752
1144,3352402236,20141215T000000,252500,3,2,1150,6000,1,0,0,5,7,1150,0,1956,0,98178,47.498,-122.263,1980,6360,Middle tier,0,10.40062505
1145,3905100520,20141029T000000,510000,3,2.5,1860,3658,2,0,0,3,8,1860,0,1994,0,98029,47.5703,-122.004,1840,3739,High tier,0,36.84406447
1146,6332940070,20140507T000000,510000,4,2.5,2430,5203,2,0,0,3,8,2430,0,2003,0,98155,47.7402,-122.317,2260,7474,High tier,0,7.956972209
1147,809002435,20140808T000000,725000,3,2.5,1940,4000,1.5,0,0,5,7,1940,0,1906,0,98109,47.6372,-122.352,1440,4000,High tier,0,2.498029017
1148,3421079032,20150217T000000,75000,1,0,670,43377,1,0,0,3,3,670,0,1966,0,98022,47.2638,-121.906,1160,42882,Low tier,0,51.88493094
1149,3797000295,20150312T000000,492000,2,1,880,2970,1,0,0,3,7,880,0,1927,0,98103,47.6868,-122.349,1370,3060,Middle tier,0,4.810090591
1150,1775801260,20150311T000000,425000,4,2.5,1930,14196,1,0,0,4,7,1330,600,1977,0,98072,47.7407,-122.097,1470,12852,Middle tier,1,27.52971509
1151,4055701200,20150421T000000,1960000,4,2.75,3120,7898,1,1,4,4,8,1560,1560,1963,0,98034,47.7165,-122.259,2630,13868,High tier,1,10.50795902
1152,7137960030,20150309T000000,298900,3,2.5,1830,6162,2,0,0,3,8,1830,0,1994,0,98092,47.3291,-122.17,1860,7017,Middle tier,0,24.78022973
1153,7880010060,20150406T000000,699000,4,2.5,3230,40319,2,0,0,4,10,3230,0,1987,0,98027,47.4856,-122.069,2990,40234,High tier,0,30.45265359
1154,3797001920,20140702T000000,310000,2,1,700,3000,1,0,0,4,6,700,0,1918,0,98103,47.6846,-122.346,1560,4500,Middle tier,0,4.583860389
1155,3901100055,20141222T000000,350000,3,1.75,1010,8580,1,0,0,3,7,1010,0,1961,0,98033,47.6703,-122.174,1500,8580,Middle tier,0,18.21281054
1156,8069000075,20141229T000000,790000,4,1.75,2460,10061,1,1,4,3,7,1410,1050,1961,0,98178,47.5105,-122.238,2300,10061,High tier,1,12.27988736
1157,1541700240,20140729T000000,305000,4,2.5,2230,5000,2,0,0,3,8,2230,0,2003,0,98031,47.3919,-122.184,2230,6137,Middle tier,0,21.18905771
1158,6064800710,20141002T000000,315000,3,2.5,1570,2865,2,0,0,3,7,1570,0,2003,0,98118,47.5412,-122.288,1610,2582,Middle tier,0,6.62457298
1159,1865810060,20140812T000000,267500,5,3.5,2390,6600,2,0,0,5,7,2390,0,1977,0,98042,47.3737,-122.115,1140,6600,Middle tier,0,28.17302273
1160,7533800295,20140819T000000,1750000,4,3.25,3460,7749,2,0,1,3,10,3020,440,1950,1998,98115,47.6849,-122.273,3030,8680,High tier,1,8.157079539
1161,5415300060,20140813T000000,435000,6,3.5,2400,8620,2,0,0,3,8,1640,760,1987,0,98034,47.7152,-122.162,1940,7350,Middle tier,1,20.17801579
1162,3876100320,20140905T000000,482500,6,4.5,2940,7500,1.5,0,0,4,8,2940,0,1966,0,98034,47.7208,-122.182,2010,7500,Middle tier,0,18.19257242
1163,1247600105,20141020T000000,5110000,5,5.25,8010,45517,2,1,4,3,12,5990,2020,1999,0,98033,47.6767,-122.211,3430,26788,High tier,1,14.30021452
1164,3705900238,20140828T000000,439995,3,1.75,1570,8400,1,0,0,4,7,1570,0,1959,0,98133,47.76,-122.34,1860,8639,Middle tier,0,8.910989005
1165,3876200070,20150508T000000,460000,3,3,1520,7500,1,0,0,3,7,1180,340,1967,0,98034,47.7276,-122.181,2080,8000,Middle tier,1,18.44455162
1166,4388000140,20140729T000000,194000,3,1,1070,6440,1,0,0,4,7,1070,0,1971,0,98023,47.3186,-122.373,1190,6532,Low tier,0,17.88620603
1167,3523029041,20141009T000000,290000,2,0.75,440,8313,1,1,3,4,5,440,0,1943,0,98070,47.4339,-122.512,880,26289,Middle tier,0,22.35509717
1168,3110800260,20140715T000000,274700,4,2,2440,9600,1,0,0,5,7,1220,1220,1963,0,98031,47.4142,-122.179,1370,9600,Middle tier,1,20.86386038
1169,3131201290,20150317T000000,900000,4,2.5,2660,3672,2,0,0,5,8,1800,860,1910,0,98105,47.6609,-122.324,1510,3825,High tier,1,3.221873593
1170,1117200390,20140507T000000,1150000,4,4,4460,103382,2,0,0,3,11,4460,0,2001,0,98053,47.634,-121.997,3470,88519,High tier,0,37.57115588
1171,8956000350,20140903T000000,605000,3,2.5,2010,3667,2,0,0,3,9,2010,0,2008,0,98027,47.545,-122.015,2350,3600,High tier,0,35.75497729
1172,7853210140,20150309T000000,359000,3,2.5,1450,3850,2,0,0,3,7,1450,0,2004,0,98065,47.5318,-121.85,1970,3748,Middle tier,0,54.0913269
1173,3250500140,20141008T000000,850000,3,1.75,1400,9900,1,0,0,3,7,1400,0,1951,0,98004,47.6272,-122.209,1810,10796,High tier,0,14.00717404
1174,2767601375,20140821T000000,505000,3,2,1500,2500,2,0,0,3,8,1500,0,2002,0,98107,47.6748,-122.385,1550,5000,High tier,0,6.780690056
1175,9465910320,20140709T000000,565000,3,2.5,2500,7394,2,0,0,3,9,2500,0,1990,0,98072,47.7441,-122.173,2790,7642,High tier,0,19.64545767
1176,3334000055,20150429T000000,585000,2,1.75,1280,7110,1,0,0,4,7,1000,280,1955,0,98118,47.5569,-122.273,1550,6835,High tier,1,7.559772492
1177,7893800335,20150430T000000,328000,4,3.25,3380,7500,2,0,3,3,7,2420,960,1990,0,98198,47.4092,-122.33,1920,7500,Middle tier,1,11.98343704
1178,3586500700,20140709T000000,749950,4,2.75,2910,18700,1,0,0,3,9,2210,700,1957,1995,98177,47.7557,-122.368,2420,26140,High tier,1,9.400842927
1179,3630180400,20140626T000000,826000,4,2.5,3060,7140,2,0,0,3,9,3060,0,2006,0,98027,47.5393,-121.998,3240,6218,High tier,0,37.67086377
1180,3210950510,20140904T000000,535000,3,1,1330,40259,1,0,0,4,7,1330,0,1977,0,98024,47.552,-121.89,1710,34787,High tier,0,49.5641083
1181,1224069074,20140806T000000,925000,4,2.5,3300,101930,2,0,0,4,10,3300,0,1991,0,98029,47.576,-121.976,2880,213879,High tier,0,39.93279234
1182,7625700935,20140605T000000,875000,3,3.5,3250,6000,2,0,0,3,10,2500,750,2001,0,98136,47.5533,-122.391,1650,6000,High tier,1,7.131060884
1183,7856610200,20140523T000000,902000,4,2.25,2530,9200,1,0,0,5,9,1570,960,1976,0,98006,47.5612,-122.152,3030,9400,High tier,1,20.51983605
1184,7287100135,20141001T000000,423000,3,1,1830,13900,1,0,0,3,7,1830,0,1951,0,98133,47.7654,-122.352,1840,10667,Middle tier,0,9.413561857
1185,1023059324,20140623T000000,235000,3,1,1170,11100,1,0,0,4,6,1170,0,1968,0,98059,47.4954,-122.164,2080,8481,Middle tier,0,20.16769073
1186,6398000171,20140710T000000,545000,2,2,2930,14057,1,0,2,4,8,1680,1250,1980,0,98070,47.4025,-122.463,2234,61011,High tier,1,18.90154843
1187,6149700350,20141016T000000,343000,2,1,1230,7560,1,0,0,3,7,1230,0,1961,0,98133,47.7298,-122.34,1270,7560,Middle tier,0,7.119748957
1188,9558020890,20150324T000000,334950,3,2.5,1620,2930,2,0,0,3,8,1620,0,2002,0,98058,47.4491,-122.12,1900,2943,Middle tier,0,25.71608944
1189,2624049185,20140909T000000,405000,3,1.75,1760,5355,1,0,0,3,7,1160,600,1956,0,98118,47.5368,-122.267,1790,6225,Middle tier,1,8.705011509
1190,236400260,20141215T000000,220000,4,1,1440,8250,1,0,0,3,7,1440,0,1959,0,98188,47.4325,-122.291,1440,8466,Middle tier,0,11.64122087
1191,3826000560,20141002T000000,173000,2,1,1740,8100,1,0,0,3,6,1050,690,1947,0,98168,47.4942,-122.304,960,8100,Low tier,1,7.709278752
1192,7011201245,20141107T000000,655000,3,1,1270,3600,1.5,0,0,3,7,1270,0,1906,0,98119,47.6368,-122.37,1710,3600,High tier,0,4.230050586
1193,9222400510,20150107T000000,406000,2,1,880,3000,1,0,0,3,6,880,0,1924,0,98115,47.6749,-122.323,890,3000,Middle tier,0,4.041988881
1194,9455200570,20141217T000000,632000,6,2.5,2560,8320,1,0,0,3,7,1370,1190,1961,0,98125,47.7021,-122.287,2360,7800,High tier,1,7.596606712
1195,2112700030,20141126T000000,357000,5,2.75,1540,4000,1,0,0,3,7,1140,400,1990,0,98106,47.533,-122.354,1630,4000,Middle tier,1,5.088436097
1196,8658300260,20141209T000000,361000,3,1.75,1150,17585,1,0,0,3,7,1150,0,1964,0,98014,47.6503,-121.908,1200,7500,Middle tier,0,47.50005069
1197,3996900160,20140708T000000,277000,2,1,770,8149,1,0,0,3,6,770,0,1948,0,98155,47.7458,-122.298,1160,8149,Middle tier,0,9.015747028
1198,5561400340,20140605T000000,630000,4,3.75,4610,40202,1,0,0,4,10,2500,2110,1980,0,98027,47.4599,-122,3050,41056,High tier,1,38.26512884
1199,11900140,20140509T000000,254000,3,2.5,1850,4597,2,0,0,3,8,1850,0,2003,0,98042,47.3755,-122.136,2210,5000,Middle tier,0,26.11958364
1200,6071600340,20141113T000000,472800,3,2.25,1840,8400,1,0,0,3,8,1290,550,1961,0,98006,47.5497,-122.172,2110,8400,Middle tier,1,18.44283455
1201,1231000510,20140922T000000,263000,3,1.75,1490,3800,1,0,0,3,6,700,790,1913,0,98118,47.5554,-122.27,2180,4000,Middle tier,1,7.900020808
1202,1231000510,20150504T000000,510000,3,1.75,1490,3800,1,0,0,3,6,700,790,1913,0,98118,47.5554,-122.27,2180,4000,High tier,1,7.900020808
1203,7683800192,20141107T000000,179950,3,1,960,10125,1,0,0,4,7,960,0,1952,0,98003,47.3335,-122.305,1250,9769,Low tier,0,16.79533589
1204,4123400340,20141203T000000,525000,4,2.25,1580,7307,1,0,0,3,8,1160,420,1973,0,98027,47.569,-122.086,2020,7458,High tier,1,27.7583494
1205,5458300685,20140520T000000,479000,3,2.5,1260,889,3,0,0,3,8,1260,0,2008,0,98109,47.6277,-122.345,1340,1324,Middle tier,0,1.53894409
1206,194000505,20140904T000000,651000,3,2,1940,6440,1,0,2,5,7,970,970,1940,0,98116,47.5664,-122.389,1730,4640,High tier,1,6.588761886
1207,3885804305,20140911T000000,949000,4,1.75,2490,7834,1,0,3,4,8,1240,1250,1958,0,98033,47.6851,-122.209,3210,7834,High tier,1,14.65702637
1208,3971700560,20150421T000000,392400,5,2.5,2520,27951,1.5,0,0,3,7,1890,630,1942,1970,98155,47.7733,-122.318,1830,14373,Middle tier,1,9.854824952
