,price,bedrooms,bathrooms,sqft_living,sqft_lot,waterfront,view,condition,grade,sqft_above,sqft_basement,yr_built,yr_renovated,zipcode,lat,long,sqft_living15,distance_to_city,price_per_sqft,clusters,cluster
2405,235000,4,1.0,1610,24000,0,0,3,6,1610,0,1947,0,98001,47.2751,-122.252,1270,21.94320684,145.96273291925465,0,pink
2406,968933,4,3.5,4120,7304,0,0,3,11,3070,1050,2006,0,98033,47.681,-122.167,2470,19.10567403,235.1779126213592,3,dark purple
2407,1020000,3,3.5,2880,11340,0,0,3,8,1690,1190,1980,2013,98074,47.6113,-122.058,2530,30.76257085,354.1666666666667,3,dark purple
2408,435000,4,2.25,1990,8548,0,0,3,8,1990,0,1973,0,98033,47.667,-122.178,2320,17.73875294,218.5929648241206,0,pink
2409,242000,3,2.0,1260,8092,0,0,3,7,1260,0,1986,0,98038,47.3635,-122.054,1950,34.46809948,192.06349206349208,0,pink
2410,487000,6,3.25,4750,248600,0,0,4,8,4750,0,1947,0,98022,47.1879,-121.973,2230,47.35625609,102.52631578947368,0,pink
2411,810000,4,2.75,3010,10450,0,0,3,9,3010,0,1996,0,98052,47.6979,-122.112,3010,25.29433539,269.10299003322257,3,dark purple
2412,625000,3,2.5,2410,64073,0,0,4,8,1820,590,1976,0,98072,47.7457,-122.141,2980,22.97785364,259.33609958506224,3,dark purple
2413,165000,3,1.5,1280,7742,0,0,3,7,1280,0,1973,0,98001,47.3323,-122.276,1566,17.77310818,128.90625,0,pink
2414,335000,3,1.0,2320,6750,0,0,3,7,1160,1160,1960,0,98118,47.5327,-122.276,1230,7.995033304,144.39655172413794,0,pink
2415,286700,3,1.0,1220,6600,0,0,3,6,1220,0,1958,0,98065,47.5297,-121.827,1100,56.64995919,235.0,0,pink
2416,699000,2,1.5,1400,4050,0,0,4,8,1400,0,1954,0,98115,47.6768,-122.269,1900,8.295122364,499.2857142857143,3,dark purple
2417,280000,3,1.75,1590,7280,0,0,3,7,1140,450,1974,0,98058,47.4288,-122.153,1590,22.89570726,176.1006289308176,0,pink
2418,580000,4,2.5,2220,7064,0,0,3,8,2220,0,1988,0,98029,47.5716,-122.022,2220,34.8418435,261.26126126126127,3,dark purple
2419,754800,2,2.5,2770,7781,0,0,3,8,2770,0,2006,0,98053,47.7072,-122.017,1870,35.78247897,272.4909747292419,3,dark purple
2420,525000,4,2.5,2303,16801,0,0,3,8,2303,0,1995,0,98019,47.7266,-121.966,2080,41.5639661,227.96352583586625,3,dark purple
2421,562000,3,1.75,1600,10530,0,2,3,8,1600,0,1962,0,98155,47.7437,-122.291,2590,9.286015444,351.25,3,dark purple
2422,575000,4,1.75,1280,6060,0,0,3,7,860,420,1926,0,98117,47.6805,-122.364,1490,5.29023781,449.21875,3,dark purple
2423,808900,5,2.5,2900,5901,0,0,3,9,2900,0,2006,0,98027,47.5396,-121.998,3200,37.6688805,278.9310344827586,3,dark purple
2424,992000,3,2.25,2950,15207,0,0,4,10,2070,880,1966,0,98040,47.5571,-122.216,2950,13.56959065,336.271186440678,3,dark purple
2425,335000,3,2.5,1700,6698,0,0,3,7,1700,0,1997,0,98038,47.3826,-122.028,2190,36.67265291,197.05882352941177,0,pink
2426,473000,3,2.75,1050,7200,0,0,3,7,1050,0,1985,0,98125,47.7163,-122.303,1860,7.206723128,450.4761904761905,0,pink
2427,350000,4,2.75,2990,11210,0,1,4,8,1880,1110,1977,0,98023,47.3357,-122.336,2790,16.34535377,117.05685618729098,0,pink
2428,1600000,5,2.5,3100,5374,0,0,4,9,3100,0,1906,0,98122,47.6154,-122.283,2180,5.751009978,516.1290322580645,1,purple
2429,305500,3,1.0,1240,6090,0,0,4,7,1240,0,1950,0,98155,47.7542,-122.307,1550,9.07888255,246.3709677419355,0,pink
2430,306000,2,1.0,780,13500,0,0,4,7,780,0,1946,1989,98077,47.7383,-122.074,2200,29.95632505,392.3076923076923,0,pink
2431,233000,2,2.25,850,1656,0,0,3,8,850,0,2001,0,98133,47.7064,-122.344,850,5.797312939,274.11764705882354,0,pink
2432,490000,3,1.75,1540,9000,0,0,3,8,1540,0,1971,0,98125,47.7152,-122.322,1710,6.382004924,318.1818181818182,0,pink
2433,445000,4,2.5,2280,42077,0,0,3,8,2280,0,1994,0,98042,47.3424,-122.077,2280,32.76089504,195.17543859649123,0,pink
2434,355000,3,2.25,2550,9674,0,0,3,7,1850,700,1959,0,98178,47.4856,-122.247,2240,12.24980571,139.2156862745098,0,pink
2435,360000,2,2.0,1770,7607,0,0,4,8,1770,0,1987,0,98058,47.4287,-122.163,2090,21.92463224,203.38983050847457,0,pink
2436,737500,3,1.75,2320,10900,0,0,3,7,2320,0,1935,1974,98115,47.6877,-122.283,1610,7.350685713,317.88793103448273,3,dark purple
2437,985000,3,3.5,2600,11920,0,0,5,8,2600,0,1969,0,98004,47.582,-122.194,2430,15.73134878,378.84615384615387,3,dark purple
2438,349950,2,3.25,1570,2031,0,0,3,8,1310,260,2006,0,98126,47.548,-122.375,1570,5.827998652,222.89808917197453,0,pink
2439,520000,4,2.5,3060,7161,0,0,3,8,2860,200,2005,0,98065,47.5383,-121.879,2950,50.84585636,169.9346405228758,3,dark purple
2440,355950,4,2.5,1960,8540,0,0,3,7,1220,740,1955,0,98177,47.7654,-122.359,1910,9.604163104,181.60714285714286,0,pink
2441,485000,5,2.5,3270,6129,0,0,3,9,3270,0,2004,0,98055,47.4461,-122.208,2980,17.13542932,148.31804281345566,0,pink
2442,143000,3,1.0,1090,3315,0,0,4,6,1090,0,1969,0,98092,47.3159,-122.183,960,24.29198986,131.19266055045873,0,pink
2443,3280000,2,1.75,6840,10000,1,4,3,11,4350,2490,2001,0,98008,47.6042,-122.112,3120,24.76084075,479.53216374269005,2,medium purple
2444,355000,3,1.0,940,8512,0,0,4,7,940,0,1967,0,98033,47.7002,-122.191,1060,16.83729032,377.6595744680851,0,pink
2445,1130000,5,3.5,3880,13885,0,3,4,9,2540,1340,1979,0,98006,47.5696,-122.156,3690,20.01318541,291.2371134020619,1,purple
2446,200000,5,1.75,1770,15525,0,0,4,7,1770,0,1959,0,98059,47.5025,-122.142,1370,22.3597551,112.99435028248588,0,pink
2447,913000,4,2.5,3640,10576,0,0,3,11,3640,0,1999,0,98075,47.5899,-121.979,3370,39.56574933,250.82417582417582,3,dark purple
2448,1600000,3,2.5,3160,12824,0,2,4,9,1820,1340,1966,0,98004,47.6151,-122.216,3390,13.19654573,506.32911392405066,1,purple
2449,409900,2,2.5,1590,1845,0,0,3,9,1590,0,1997,0,98033,47.6897,-122.175,2320,18.36411429,257.7987421383648,0,pink
2450,265000,4,1.0,1290,6034,0,0,3,6,1050,240,1950,0,98118,47.5223,-122.286,1060,7.533791473,205.42635658914728,0,pink
2451,740000,5,3.0,3655,51836,0,0,5,8,2174,1481,1955,0,98008,47.6434,-122.115,2530,24.50213302,202.4623803009576,3,dark purple
2452,306000,4,2.5,2490,8124,0,0,3,7,2490,0,2001,0,98092,47.3347,-122.17,2760,24.55752961,122.89156626506023,0,pink
2453,381000,3,2.5,1470,3999,0,0,3,7,1470,0,2003,0,98065,47.5328,-121.871,1960,51.76011388,259.18367346938777,0,pink
2454,1220000,3,3.25,3960,6132,0,3,3,10,2600,1360,1933,0,98199,47.6396,-122.409,2730,8.446284321,308.0808080808081,1,purple
2455,1050000,3,3.5,3190,29982,0,3,4,8,2630,560,1941,0,98166,47.458,-122.368,2600,9.80313926,329.153605015674,1,purple
2456,408000,2,1.0,810,7440,0,0,5,6,810,0,1948,0,98133,47.7346,-122.352,830,7.629436348,503.7037037037037,0,pink
2457,739900,5,2.5,2980,5377,0,0,3,9,2980,0,2006,0,98052,47.7074,-122.101,3150,26.60843154,248.28859060402684,3,dark purple
2458,674250,4,2.5,2780,35000,0,0,4,9,2780,0,1985,0,98072,47.7386,-122.091,2740,28.13673767,242.5359712230216,3,dark purple
2459,438400,2,1.0,1340,8100,0,0,4,7,1340,0,1953,0,98177,47.7218,-122.37,1700,7.700346379,327.1641791044776,0,pink
2460,1700000,5,5.0,4930,14649,0,3,3,11,4160,770,2000,0,98040,47.5829,-122.247,3030,9.883771414,344.82758620689657,1,purple
2461,703000,3,2.0,1360,5980,0,0,3,8,1360,0,1945,2008,98116,47.5852,-122.388,1520,6.120151911,516.9117647058823,3,dark purple
2462,262000,3,1.75,1320,6530,0,0,4,7,1320,0,1989,0,98023,47.2871,-122.354,1620,19.35981299,198.4848484848485,0,pink
2463,353000,3,2.0,1210,14499,0,0,3,7,1210,0,1984,0,98045,47.4705,-121.754,1570,65.09203103,291.73553719008265,0,pink
2464,500000,4,2.5,1940,7607,0,0,3,8,1940,0,1995,0,98052,47.685,-122.158,2250,20.13399519,257.7319587628866,0,pink
2465,1280000,4,2.5,3160,4620,0,4,3,9,2020,1140,1917,2005,98116,47.5875,-122.382,2790,5.439878567,405.0632911392405,1,purple
2466,332000,4,2.5,1980,6566,0,0,3,8,1980,0,2004,0,98042,47.3809,-122.097,2590,29.72536115,167.67676767676767,0,pink
2467,824000,4,2.5,2320,14240,0,0,4,9,1620,700,1974,0,98008,47.6269,-122.09,2810,27.22162813,355.17241379310343,3,dark purple
2468,290000,4,2.0,1660,4788,0,0,3,7,1660,0,1968,0,98144,47.5878,-122.312,1150,2.858219914,174.6987951807229,0,pink
2469,700000,3,2.5,1660,1545,0,2,3,9,1400,260,2002,0,98109,47.6268,-122.353,1820,2.258318886,421.68674698795184,3,dark purple
2470,550000,2,1.0,1080,3420,0,0,4,7,780,300,1922,0,98107,47.6715,-122.393,1380,7.434217072,509.25925925925924,3,dark purple
2471,549000,2,1.0,1510,11165,0,0,4,7,1510,0,1921,0,98133,47.7212,-122.331,2210,6.595087658,363.57615894039736,3,dark purple
2472,1870000,4,2.5,2950,43560,0,2,4,9,2550,400,1951,0,98004,47.5988,-122.207,3260,14.21152098,633.8983050847457,1,purple
2473,858000,4,2.25,3070,13720,0,0,3,9,3070,0,1978,0,98007,47.6133,-122.152,3010,20.31088457,279.4788273615635,3,dark purple
2474,345000,2,1.0,970,10423,0,0,3,7,970,0,1947,0,98133,47.7252,-122.331,1200,6.832535833,355.6701030927835,0,pink
2475,340000,4,1.75,2140,11651,0,0,3,8,2140,0,1930,2001,98022,47.196,-122.006,2030,44.02003156,158.8785046728972,0,pink
2476,1220000,4,2.25,2570,9600,0,0,4,9,2570,0,1962,0,98040,47.5791,-122.241,2570,10.57971592,474.7081712062257,1,purple
2477,275000,3,2.25,1260,1488,0,0,3,7,1260,0,2009,0,98133,47.7071,-122.336,1190,5.746361741,218.25396825396825,0,pink
2478,405000,3,1.0,1220,7771,0,0,3,7,1220,0,1963,0,98008,47.6326,-122.119,1420,24.01537758,331.9672131147541,0,pink
2479,432500,3,2.0,1720,8145,0,0,5,7,1720,0,1949,0,98155,47.7393,-122.325,1400,7.733223097,251.45348837209303,0,pink
2480,236500,4,1.0,2140,4217,0,0,3,6,1320,820,1925,0,98118,47.5484,-122.287,1720,6.458153383,110.51401869158879,0,pink
2481,679000,4,1.5,1420,4923,0,0,4,8,1420,0,1928,0,98103,47.6901,-122.339,1470,4.758132665,478.16901408450707,3,dark purple
2482,543000,4,2.5,2060,8451,0,0,3,8,2060,0,1995,0,98133,47.7168,-122.333,2060,6.323736074,263.59223300970876,3,dark purple
2483,294000,3,1.0,1320,9520,0,0,3,7,990,330,1953,0,98178,47.4857,-122.253,1460,11.72256204,222.72727272727272,0,pink
2484,340500,3,1.75,1810,10463,0,0,4,7,1810,0,1969,0,98058,47.4581,-122.162,1620,21.22148667,188.12154696132598,0,pink
2485,1010000,4,2.5,2980,16263,0,0,3,9,2980,0,1989,0,98006,47.5457,-122.153,2730,20.56174682,338.9261744966443,3,dark purple
2486,335000,2,2.0,1350,2560,0,0,3,8,1350,0,1976,0,98052,47.6344,-122.107,1790,25.35356099,248.14814814814815,0,pink
2487,425000,3,2.0,1540,8011,0,0,3,7,1540,0,1988,0,98011,47.7342,-122.202,1630,16.47694678,275.97402597402595,0,pink
2488,353000,3,2.5,2510,9240,0,0,4,8,2510,0,2001,0,98022,47.1896,-122.013,2690,43.59289834,140.6374501992032,0,pink
2489,540000,3,2.5,1670,5146,0,0,3,8,1670,0,1991,0,98029,47.5707,-121.999,1940,37.39738399,323.3532934131737,3,dark purple
2490,640000,5,3.5,3690,11928,0,0,3,9,2540,1150,2006,0,98074,47.6108,-122.06,2640,30.54015051,173.44173441734418,3,dark purple
2491,339950,3,1.0,1320,11457,0,0,3,8,1320,0,1959,0,98028,47.7738,-122.261,1900,12.69613725,257.5378787878788,0,pink
2492,195000,3,1.75,1510,8400,0,0,2,7,980,530,1979,0,98045,47.4476,-121.771,1500,63.40847542,129.13907284768212,0,pink
2493,322000,3,1.75,1510,8400,0,0,2,7,980,530,1979,0,98045,47.4476,-121.771,1500,63.40847542,213.24503311258277,0,pink
2494,660000,4,1.75,1870,10450,0,0,3,8,1620,250,1978,0,98005,47.5938,-122.154,2060,20.11228357,352.94117647058823,3,dark purple
2495,280000,6,3.0,2400,9373,0,0,3,7,2400,0,1991,0,98002,47.3262,-122.214,2060,21.56310765,116.66666666666667,0,pink
2496,300000,6,3.0,2400,9373,0,0,3,7,2400,0,1991,0,98002,47.3262,-122.214,2060,21.56310765,125.0,0,pink
2497,207500,3,1.0,1170,8816,0,0,4,6,1170,0,1966,0,98023,47.3059,-122.368,1200,18.50039536,177.35042735042734,0,pink
2498,195000,3,1.5,1190,8726,0,0,3,7,1190,0,1956,0,98146,47.4887,-122.343,1390,7.304858886,163.8655462184874,0,pink
2499,700000,3,2.0,2080,3880,0,0,5,7,1160,920,1954,0,98117,47.686,-122.391,1330,7.709796603,336.53846153846155,3,dark purple
2500,560000,4,1.75,2150,8555,0,2,4,7,1460,690,1982,0,98106,47.5344,-122.345,1480,4.671386193,260.4651162790698,3,dark purple
2501,260000,3,1.75,1580,7344,0,0,5,7,1580,0,1911,0,98126,47.5256,-122.38,1580,7.138692547,164.55696202531647,0,pink
2502,575000,3,1.75,1580,7344,0,0,5,7,1580,0,1911,0,98126,47.5256,-122.38,1580,7.138692547,363.9240506329114,3,dark purple
2503,475000,3,2.5,2370,3239,0,0,3,8,1950,420,2006,0,98072,47.7515,-122.174,2520,19.7260147,200.42194092827003,0,pink
2504,285000,3,1.75,1840,8601,0,0,3,7,920,920,1905,2014,98118,47.5359,-122.276,1390,7.886571015,154.8913043478261,0,pink
2505,753888,4,2.5,2660,5500,0,2,3,9,2660,0,2003,0,98029,47.5439,-121.996,3620,37.86252457,283.4165413533835,3,dark purple
2506,650000,3,2.5,2190,3600,0,0,3,9,2190,0,2003,0,98029,47.5506,-121.993,2300,38.15538939,296.80365296803654,3,dark purple
2507,620000,3,2.25,1660,3478,0,0,4,7,1100,560,1929,0,98117,47.6773,-122.372,1610,5.747828367,373.49397590361446,3,dark purple
2508,526000,3,1.75,1780,37801,0,0,3,7,1300,480,1977,0,98075,47.5858,-122.015,2380,35.57403017,295.5056179775281,3,dark purple
2509,155000,2,1.0,700,5200,0,0,5,6,700,0,1952,0,98056,47.4924,-122.175,1030,19.08637276,221.42857142857142,0,pink
2510,342000,4,2.0,1570,11200,0,0,3,7,1120,450,1959,0,98011,47.7573,-122.217,1570,15.71995,217.8343949044586,0,pink
2511,390000,3,1.75,1220,216332,0,0,3,7,1220,0,1981,0,98019,47.7224,-121.926,1540,45.91946531,319.672131147541,0,pink
2512,685000,3,2.75,3150,219978,0,0,4,9,3000,150,1990,0,98024,47.553,-121.946,3180,43.3500833,217.46031746031747,3,dark purple
2513,608000,4,2.5,2690,4736,0,0,3,7,2690,0,2001,0,98053,47.6869,-122.036,2690,33.51557959,226.02230483271376,3,dark purple
2514,179900,2,1.0,680,6400,0,0,3,6,680,0,1943,0,98168,47.5136,-122.316,1240,6.124403702,264.55882352941177,0,pink
2515,1250000,6,3.25,3750,14150,0,2,5,9,2750,1000,1936,1968,98117,47.6999,-122.393,2140,8.390314951,333.3333333333333,1,purple
2516,166000,3,1.0,1010,11675,0,0,3,7,1010,0,1957,0,98168,47.4849,-122.301,1370,8.352572219,164.35643564356437,0,pink
2517,462000,3,1.5,1710,4500,0,0,3,8,1410,300,1928,0,98118,47.5366,-122.268,1860,8.615182694,270.17543859649123,0,pink
2518,545000,4,2.5,2090,6023,0,0,3,8,2090,0,1990,0,98029,47.5713,-121.997,2090,37.61712168,260.76555023923447,3,dark purple
2519,415000,3,1.0,1560,4500,0,0,3,7,1560,0,1903,0,98122,47.6118,-122.306,1660,3.187109586,266.02564102564105,0,pink
2520,269000,3,2.5,1560,4200,0,0,3,7,1560,0,2003,0,98038,47.3838,-122.026,1560,36.85343624,172.43589743589743,0,pink
2521,356500,4,2.5,2570,11473,0,0,3,8,2570,0,2008,0,98003,47.2809,-122.296,2430,20.05899112,138.715953307393,0,pink
2522,225000,3,1.0,1010,7633,0,0,4,6,1010,0,1961,0,98198,47.3781,-122.314,1190,14.00827823,222.77227722772278,0,pink
2523,175000,2,1.0,1020,5130,0,0,4,6,1020,0,1948,0,98002,47.301,-122.226,1200,21.99574164,171.5686274509804,0,pink
2524,549000,5,2.5,1710,9720,0,0,4,8,1710,0,1974,0,98005,47.5903,-122.157,2270,19.79061099,321.05263157894734,3,dark purple
2525,535000,3,2.75,2300,12197,0,0,3,8,2300,0,1989,0,98166,47.4369,-122.338,1710,10.33277056,232.6086956521739,3,dark purple
2526,627000,4,2.25,1990,7712,0,0,3,8,1210,780,1973,0,98027,47.5688,-122.087,1720,27.64865453,315.0753768844221,3,dark purple
2527,565000,3,2.0,2730,15677,0,3,3,9,2730,0,1976,0,98166,47.4612,-122.365,2040,9.503313649,206.95970695970695,3,dark purple
2528,392450,4,2.0,2195,2681,0,0,3,7,1060,1135,1912,0,98103,47.6965,-122.342,1710,5.179215485,178.79271070615033,0,pink
2529,509000,2,2.0,1560,4675,0,0,3,8,1560,0,2006,0,98053,47.7086,-122.019,1870,35.57643731,326.28205128205127,0,pink
2530,340000,3,2.5,1400,4800,0,0,3,7,1200,200,1921,0,98117,47.6865,-122.379,1440,6.690493556,242.85714285714286,0,pink
2531,537000,3,2.5,1400,4800,0,0,3,7,1200,200,1921,0,98117,47.6865,-122.379,1440,6.690493556,383.57142857142856,3,dark purple
2532,865000,4,3.0,3690,9892,0,0,3,10,3690,0,1998,0,98075,47.5937,-121.982,3430,39.22597615,234.41734417344173,3,dark purple
2533,358000,2,1.0,1140,8340,0,0,3,7,1140,0,1948,0,98155,47.7448,-122.3,1030,8.864045756,314.03508771929825,0,pink
2534,595000,4,2.25,1920,3225,0,0,5,7,1300,620,1923,0,98116,47.5848,-122.384,1960,5.696442547,309.8958333333333,3,dark purple
2535,661000,4,2.5,2496,8058,0,0,3,9,2496,0,1998,0,98052,47.6791,-122.149,2496,21.04090398,264.82371794871796,3,dark purple
2536,419950,3,2.25,2280,8500,0,0,4,7,1680,600,1977,0,98034,47.7211,-122.166,1890,19.86826775,184.18859649122808,0,pink
2537,490000,4,3.5,3200,6420,0,0,3,9,3200,0,2006,0,98038,47.3545,-122.001,3200,40.07694363,153.125,0,pink
2538,525000,2,1.0,880,4000,0,0,3,7,880,0,1940,0,98117,47.6847,-122.387,1310,7.305745959,596.5909090909091,3,dark purple
2539,350000,3,2.0,1320,1298,0,0,3,7,1320,0,1995,0,98117,47.6959,-122.376,1380,6.852300763,265.1515151515151,0,pink
2540,552500,3,2.5,2450,3582,0,0,3,9,2450,0,2008,0,98072,47.7749,-122.159,2490,21.8314621,225.51020408163265,3,dark purple
2541,210000,3,1.0,1040,8970,0,0,4,6,1040,0,1961,0,98023,47.3283,-122.337,1040,16.78704241,201.92307692307693,0,pink
2542,390000,3,2.5,2480,53250,0,0,3,9,2480,0,1990,0,98042,47.3323,-122.079,2510,32.86300336,157.25806451612902,0,pink
2543,336800,5,1.75,1830,16650,0,0,3,7,1610,220,1958,0,98155,47.7734,-122.315,1790,9.928329832,184.04371584699453,0,pink
2544,465000,3,2.5,1440,4473,0,0,3,7,1440,0,2003,0,98053,47.6825,-122.036,1650,33.48139704,322.9166666666667,0,pink
2545,299900,4,2.5,1580,3632,0,0,3,7,1580,0,2011,0,98038,47.3672,-122.019,1950,37.94117573,189.81012658227849,0,pink
2546,715000,3,3.25,3230,5000,0,0,3,9,3230,0,2006,0,98029,47.5558,-122.002,2670,37.13100619,221.3622291021672,3,dark purple
2547,235000,4,2.5,1810,39639,0,0,3,7,1230,580,1970,0,98042,47.3472,-122.11,1810,29.45757298,129.8342541436464,0,pink
2548,276000,3,2.5,2495,4400,0,0,3,8,2495,0,2007,0,98001,47.2877,-122.283,2434,20.02675225,110.62124248496994,0,pink
2549,265000,4,1.5,1740,12728,0,0,4,7,1180,560,1964,0,98003,47.2808,-122.3,1830,19.97530692,152.29885057471265,0,pink
2550,425000,3,1.75,1680,3000,0,2,4,6,840,840,1900,0,98103,47.686,-122.346,1540,4.66397725,252.97619047619048,0,pink
2551,313000,4,2.5,2460,10320,0,0,3,8,2460,0,1993,0,98092,47.2599,-122.215,2210,24.70652637,127.23577235772358,0,pink
2552,715000,3,2.5,3050,6000,0,3,3,8,1720,1330,1984,0,98177,47.7701,-122.389,2340,11.25766347,234.4262295081967,3,dark purple
2553,265000,3,2.25,1630,10969,0,0,3,7,1630,0,1991,0,98001,47.3305,-122.285,1410,17.53420221,162.57668711656441,0,pink
2554,646000,3,2.75,2460,6413,0,0,3,9,2460,0,2004,0,98028,47.7497,-122.245,2440,12.95132686,262.6016260162602,3,dark purple
2555,175000,3,1.0,1030,6600,0,0,3,7,1030,0,1954,0,98146,47.4941,-122.34,1220,6.949656373,169.90291262135923,0,pink
2556,649000,3,2.5,3410,13809,0,3,4,10,2450,960,1973,0,98003,47.3424,-122.326,3410,15.97300027,190.32258064516128,3,dark purple
2557,785000,3,2.75,2310,5200,0,0,4,7,1520,790,1940,0,98199,47.6357,-122.397,2310,7.092784986,339.82683982683983,3,dark purple
2558,890000,4,2.75,2610,4400,0,0,5,8,1260,1350,1920,0,98122,47.6158,-122.293,1770,4.642368749,340.9961685823755,3,dark purple
2559,612000,3,3.0,2330,10327,0,0,3,9,2330,0,1998,0,98034,47.7239,-122.164,2200,20.13315853,262.6609442060086,3,dark purple
2560,330000,4,2.5,2980,5674,0,0,3,8,2980,0,2003,0,98023,47.277,-122.347,2610,19.88630248,110.73825503355705,0,pink
2561,493000,3,2.25,1790,11393,0,0,3,8,1790,0,1978,0,98052,47.6297,-122.099,2290,26.2282127,275.4189944134078,0,pink
2562,1600000,4,2.25,2940,5735,0,0,3,9,1470,1470,1957,0,98112,47.6381,-122.304,2230,3.782553913,544.2176870748299,1,purple
2563,1620000,4,3.0,3900,9750,0,4,5,10,2520,1380,1972,0,98006,47.5605,-122.158,3410,19.86590659,415.38461538461536,1,purple
2564,1650000,4,3.0,3900,9750,0,4,5,10,2520,1380,1972,0,98006,47.5605,-122.158,3410,19.86590659,423.0769230769231,1,purple
2565,499000,3,2.5,1750,2150,0,0,3,7,1230,520,1900,2014,98122,47.6037,-122.311,1410,2.661245431,285.14285714285717,0,pink
2566,603500,6,2.75,2660,8400,0,0,5,8,1550,1110,1962,0,98006,47.549,-122.173,2280,18.34203368,226.8796992481203,3,dark purple
2567,530000,2,1.5,1580,3680,0,2,3,8,1280,300,1941,0,98126,47.5762,-122.377,1730,5.132376959,335.44303797468353,3,dark purple
2568,895000,5,2.5,2350,14197,0,0,4,8,1220,1130,1962,0,98004,47.6005,-122.204,2470,14.54023742,380.8510638297872,3,dark purple
2569,267345,4,2.25,2510,8165,0,0,4,7,1610,900,1972,0,98023,47.3092,-122.372,1940,18.4042648,106.51195219123505,0,pink
2570,275000,3,2.5,1480,15639,0,0,3,8,1480,0,1987,0,98045,47.4723,-121.746,1480,65.9611706,185.8108108108108,0,pink
2571,439950,3,1.75,1720,223377,0,0,3,7,1240,480,1950,0,98019,47.7329,-121.92,2530,46.67192957,255.78488372093022,0,pink
2572,455000,3,2.25,1470,4653,0,0,4,7,1470,0,1985,0,98029,47.5667,-122.018,1560,35.30578811,309.5238095238095,0,pink
2573,630000,3,1.75,1540,6930,0,0,3,7,1250,290,1944,0,98115,47.6782,-122.278,1760,7.474288191,409.09090909090907,3,dark purple
2574,690000,3,2.5,2820,5001,0,0,3,9,2820,0,2004,0,98029,47.5533,-121.992,2660,38.25161875,244.68085106382978,3,dark purple
2575,212000,4,1.75,1250,12705,0,0,4,7,1250,0,1971,0,98023,47.302,-122.382,1390,19.10047554,169.6,0,pink
2576,231500,4,2.25,2080,7526,0,0,4,7,1280,800,1985,0,98030,47.3762,-122.183,1200,21.85765018,111.29807692307692,0,pink
2577,1240000,4,3.25,5180,49936,0,0,4,10,5180,0,1991,0,98053,47.6676,-122.069,4240,29.73243523,239.3822393822394,1,purple
2578,378500,3,2.5,2860,43821,0,0,4,9,2860,0,1990,0,98092,47.3163,-122.142,2370,27.63090848,132.34265734265733,0,pink
2579,482000,4,2.5,2710,35868,0,0,3,9,2710,0,1989,0,98038,47.375,-122.022,2780,37.458611,177.85977859778598,0,pink
2580,695000,2,1.0,1140,3990,0,0,3,7,1140,0,1924,0,98103,47.6554,-122.333,1800,2.6757635,609.6491228070175,3,dark purple
2581,965000,4,2.5,4070,57587,0,0,3,10,4070,0,1989,0,98052,47.6908,-122.052,3890,31.78754426,237.1007371007371,3,dark purple
2582,675000,3,1.75,1710,5913,0,0,4,8,1120,590,1941,0,98199,47.6481,-122.406,2920,8.242801425,394.7368421052632,3,dark purple
2583,387000,3,1.5,1340,6500,0,0,3,7,1340,0,1972,0,98034,47.7168,-122.192,1620,17.07092888,288.8059701492537,0,pink
2584,347500,4,2.75,2290,7000,0,0,3,8,2290,0,1977,0,98058,47.4442,-122.129,2000,24.90415186,151.74672489082968,0,pink
2585,385000,3,2.0,1860,7400,0,0,3,8,930,930,1922,2004,98166,47.4598,-122.352,1640,9.170899421,206.98924731182797,0,pink
2586,265000,3,1.0,1080,4930,0,0,3,6,1080,0,1950,0,98126,47.5209,-122.374,1100,6.89771248,245.37037037037038,0,pink
2587,406000,3,1.0,960,5264,0,0,3,7,960,0,1953,0,98115,47.6805,-122.301,1140,5.595752744,422.9166666666667,0,pink
2588,134000,2,1.5,980,5000,0,0,3,7,980,0,1922,2003,98014,47.7076,-121.359,1040,108.6371942,136.73469387755102,0,pink
2589,415000,3,1.0,1500,3399,0,0,5,7,1300,200,1926,0,98103,47.6838,-122.352,1360,4.767210044,276.6666666666667,0,pink
2590,375000,3,1.75,1440,8775,0,0,3,7,1440,0,1973,0,98034,47.7231,-122.17,1790,19.48948278,260.4166666666667,0,pink
2591,620000,4,2.5,2580,7465,0,0,3,8,2580,0,1993,0,98074,47.6319,-122.022,2350,34.78860921,240.31007751937983,3,dark purple
2592,337500,5,2.5,2070,4698,0,0,3,7,2070,0,1999,0,98038,47.3539,-122.024,2010,37.73803856,163.04347826086956,0,pink
2593,565000,3,2.5,1880,12368,0,0,4,7,1260,620,1967,0,98005,47.5901,-122.167,1950,18.68160333,300.531914893617,3,dark purple
2594,399500,3,1.75,2420,12676,0,0,3,7,2420,0,1911,1986,98045,47.4943,-121.789,1210,61.0604891,165.08264462809916,0,pink
2595,1070000,2,1.75,1890,9466,0,0,3,8,1890,0,1987,0,98004,47.6144,-122.211,2180,13.75164655,566.1375661375662,1,purple
2596,352500,3,2.0,1920,33630,0,0,3,8,1920,0,1992,0,98056,47.4983,-122.167,2080,19.79569822,183.59375,0,pink
2597,259000,3,2.0,1870,5909,0,0,3,7,1270,600,1986,0,98030,47.3665,-122.183,1870,22.22835887,138.50267379679144,0,pink
2598,320000,2,1.0,900,7620,0,0,3,7,900,0,1971,0,98106,47.5268,-122.343,1520,5.065186432,355.55555555555554,0,pink
