,Actual,Predicted
8580,285000,306792.1992943585
4330,281000,142068.95026783645
9140,583000,590033.7008534372
11395,253500,1135.344803020358
19273,930000,781077.5644001812
20535,540000,597981.7034528553
3019,2530000,1919235.8815720528
6917,284000,376829.32825522125
7885,185000,177929.55007950962
2404,603000,647853.6610150486
14279,400000,532461.9706335515
1955,420850,187405.85389254987
18716,309000,254179.1335246414
941,570000,575039.835821271
10189,325000,396136.9744309932
20805,208800,294918.3119215518
12673,705000,512694.97540073097
19980,260000,194469.03731033206
4218,379260,217434.19009110332
4398,1090000,1166286.331904918
2232,875000,905843.8930211812
17003,488000,424590.11989834905
16770,150000,124866.60001184046
11339,202000,51059.19391158223
21555,329000,360721.0922072232
19296,270000,281422.32444402575
5903,230000,240965.52152892947
12054,440000,378300.8612924665
5014,702500,743900.1878004074
12392,258000,183122.28492966294
4779,260000,318084.84747092426
6495,1930000,1332723.7518635541
10708,555000,480060.89344376326
8002,569950,639595.2548619211
455,551000,901834.6769223362
9882,210500,221757.5470176041
8718,155000,310637.0439610481
884,1270000,757801.7135048956
6332,400000,470181.180519104
613,695000,684742.0274855793
5287,249000,376374.80640268326
11290,740000,612747.5529481918
19135,3640000,1708418.6543397307
15803,362000,491274.349595353
16160,598000,564848.3071980625
16426,755000,956535.1433599293
555,725000,923620.2447554022
8264,190000,231256.1464097798
14923,245000,451168.8465857506
20598,163800,283331.24692067504
6190,350000,612246.7951138318
2591,620000,574282.9721403271
4204,360000,334024.5997544676
6772,425000,506686.4539025724
2277,625000,579834.4898131788
11679,597500,578061.0096934438
14797,1050000,1081650.5029374808
6528,500000,645677.598925367
10733,745000,743787.2370728254
15250,699000,760414.2480504811
14064,562100,624439.1449875683
19268,781500,945034.6597074121
5985,1050000,946642.4910543561
16014,571000,506847.7930661589
6463,817500,1150788.8666772246
15752,480000,232548.6236463338
13031,580000,649709.6714099199
13809,215000,159939.42710845172
13147,485000,309835.44896015525
3298,885000,760974.664690882
18631,379000,446798.2216565758
8928,285000,268740.4609402418
8563,189000,35039.65314005315
17082,840000,780820.9881984591
11423,745000,584133.0938424319
1901,485000,658098.1829775572
3586,200000,243346.9805548638
13752,718000,599128.3923426867
7540,915000,1322462.2677746117
14626,415000,351687.93536917865
19252,390000,302602.1300497204
11814,419000,401271.89875651896
20731,478000,797826.2829006314
2052,195000,389242.67721271515
20348,420000,496150.23900067806
9763,831000,780793.0196855813
18718,1120000,1195634.4478531182
20003,290000,281983.7846736908
17249,280000,441256.8503394574
2349,350000,204133.4390335083
2011,760000,638258.8504537344
17925,287000,485099.9316714406
15510,727160,530130.3606773913
3128,250000,292370.3548158109
6407,529000,465699.42316159606
17228,1460000,971433.8305253536
16968,401000,289181.4038506299
7549,322500,249386.7152545601
2610,230000,205747.37599034607
4414,299950,299480.2030855864
15142,225000,326574.50511066616
12475,238000,233423.65339812636
13991,130000,54828.83258989453
16137,533000,805361.7037917674
18963,579000,651023.4465250522
16269,855000,837364.8978953809
11869,1620000,956499.1649675518
3194,375000,306676.94767692685
20906,1830000,1386587.5872807056
15272,607500,459874.72040605545
11559,258950,206232.47543813288
17998,742000,612339.8695086539
20584,453000,498030.034340024
7651,960000,827868.1170912236
20544,620000,673874.3238142431
16097,833000,956832.226579994
11521,560000,432630.4703220576
8213,490000,407689.9944996983
4222,390000,470428.8919560611
15768,259500,245736.82662767172
5002,325000,465422.9548898041
9480,2380000,1053532.04687047
5655,668500,617248.075897038
9463,279000,218472.60682322085
3214,632500,573618.327464655
7299,389000,445807.0059801489
11012,315000,394262.016904071
4,510000,439931.887926653
21496,420000,367947.9970614612
14182,1010000,839889.4287122637
18925,350000,263520.42974571884
12342,1000000,1047175.121841833
8474,808100,1023368.6653613448
14838,420000,390943.7877071202
11481,370900,437730.0310344845
7947,340000,397580.7098697871
21383,305000,358558.7681967169
4124,360000,483789.9271749556
196,423000,600049.176538676
7958,569500,655875.8686860502
17716,475000,422558.04571560025
14177,947500,1443397.9612646848
2877,249000,211227.11079502106
7187,260000,415657.8118739724
5818,207000,232691.31426917017
8487,338000,365495.7533965856
16910,560000,461089.73443569243
21439,375000,386361.60708245635
16617,598000,728594.788678512
16198,565000,548119.1376862079
14096,600000,879940.9770038873
12398,352000,382017.9152972996
6789,800000,758584.3044048995
4473,400000,517218.63376803696
20307,270000,132787.10284134746
16419,688000,1030056.3240533769
10428,350000,384021.3524133116
20230,1330000,988594.4914526194
5335,350000,366246.3430327922
15388,655275,522441.8332183808
16240,1950000,1239477.9351994842
19100,610000,296493.7745476514
8088,627000,680374.0581852496
20420,1140000,1185101.6983800977
18287,452000,593598.0605455637
9093,426000,357925.032778725
16052,568500,779692.4772055298
12331,190000,130844.67295281589
16345,742500,695029.6636646092
4211,525000,566920.6599750668
7251,659500,662562.023574084
1012,538200,618013.1563753933
3871,215000,154813.0171801299
3697,223000,217474.27676905692
16278,329000,442841.6274341196
6273,435000,650061.654683426
18307,881000,971974.260163337
14447,185000,48670.38178892434
3370,494000,597751.0887679756
1544,250000,297983.1571890861
19014,623000,599983.4250007421
8573,435000,633359.4649397284
10610,799000,961504.4733174145
14866,392000,562469.1049721539
18485,206000,152685.09947159886
20323,550000,277778.13334931433
15727,538000,580792.3356013
10446,415000,517851.73505340517
11,468000,477991.8745380938
6892,255000,317121.0322714597
6055,248000,331705.7796692997
18585,325000,391348.8404354602
6646,384900,516037.6324841976
4856,2050000,1298080.3818074167
14545,2890000,2590342.6071567386
14785,435000,311701.6703735143
4933,1400000,1059299.1294817775
19324,875000,781688.6589333415
20205,515000,466680.42054720223
10780,450000,495666.4675770998
10925,420000,517968.25052046776
792,1360000,1205539.2977734804
12393,355000,443597.48292545974
8735,500000,388253.4506858587
15480,665000,922348.2466503233
1863,207000,491334.46764704585
13510,439000,389687.1085358709
644,430000,327927.56392611563
11313,1170000,855818.6481831074
15451,334000,251524.43286325037
16487,403950,415540.0170238912
14060,920000,677361.441956073
3914,335000,406702.0170854777
310,834000,929718.179523468
17169,400000,641243.8132574707
4678,650000,737589.709794268
3351,145000,120834.74138575792
12922,850000,689060.2833406329
2483,294000,258133.84706428647
14589,246000,392870.3920818716
20940,492000,508736.4811107069
3695,457000,643414.2822233588
5822,250000,213452.0741505623
11100,200000,112797.35548177361
9770,455000,648033.5087480098
18743,999000,805196.4413610548
687,507000,373680.8532257676
9646,392000,503962.7585361302
7207,243500,437494.7048459947
15080,502000,556576.8083875328
10722,449900,561956.1419795901
3289,363000,220134.9789699316
17894,239000,231036.03569440544
11558,315000,301512.28979219496
4760,310000,423254.5233989954
16221,600000,666342.1762281507
11482,457500,363590.3624663353
18220,581000,501486.52705028653
18655,325000,467816.81393781304
4141,701000,757937.9022378176
370,280000,319208.17056791484
20043,434900,407784.99006401
387,252350,318574.02538739145
3854,525000,634387.3385747522
19372,240000,290992.19420966506
11233,269950,310147.29753036797
13871,850000,838291.3984266967
12280,156601,150741.3093470484
2893,798000,1052935.1457758993
9524,487500,678768.9111071229
4988,395000,479579.015105173
3069,985000,1073234.4019887447
21489,735000,610548.1334917396
13864,284000,330656.5276376307
16771,425000,406837.7434049547
18060,705000,666902.9696407914
10430,375000,316306.7460258901
3913,711777,449159.1331804395
18125,449500,651778.3159741014
1622,550000,467311.791305393
20472,680000,590845.1773130596
12798,432000,289193.3130221665
13405,249000,227885.35777767003
5867,399000,266302.4120057672
7433,325000,280481.44403351843
14113,515000,633023.9094005972
4688,423000,486901.15214540064
17354,742000,770373.9069667459
248,250000,290260.19922448695
10734,371000,394734.6848151237
15620,907500,863768.1350335926
1332,430000,675468.2331575155
9073,363000,511536.89701375365
10192,276200,304616.90973743796
17961,458450,347903.2191622257
13421,485000,532173.7810204625
6420,257950,116437.9982701689
2675,820000,837047.9230191559
8063,1480000,1044628.321936965
10223,169950,146359.4908824712
12335,160000,518146.2907613069
13612,339950,223139.12900166214
2073,767500,1012835.8789106309
15015,439000,139690.3384295553
16191,439950,606524.4596479982
2028,325000,151961.647115916
14426,234950,298307.02700158954
16086,799900,832092.5793235898
10801,175000,145276.2240178883
14491,925000,997240.5691024661
5350,399000,611326.185250327
8913,214000,224429.78554481268
8864,279000,361273.36165574193
15010,447000,307922.6821638644
15134,600000,532371.5718970001
16669,430000,458931.7505083084
9183,525000,461252.54211485386
20023,692000,668804.4960825592
15385,419950,190838.50732533634
8876,287000,379645.0908728838
19515,1980000,1272359.917649895
8962,397900,349568.6256646812
600,507000,473502.65982049704
19134,450000,510409.95032279193
19025,285000,321678.4761853069
15220,467500,462635.714650318
13865,620000,587392.3784682453
13264,605000,564850.1146341562
21250,722000,599769.149628371
13621,255000,144225.28042910993
8551,616500,816127.5241763592
14964,972000,684804.6701583713
18869,2180000,1490175.3361527175
14616,260000,437856.8257814199
17218,1880000,1079831.281435147
13388,461000,371589.68455530703
17087,650000,899596.8581625819
14611,610000,626691.3988325149
332,295000,316553.436872229
3195,401000,776318.5450473875
8555,595000,504745.28644225
12557,400000,323934.4447334558
19375,465000,444211.7486397028
5816,653000,708642.3442379683
10861,735000,785635.2198551595
5773,225000,275738.32709011436
17975,300000,524087.2062075883
13981,326250,374359.24267984927
1104,550000,535569.7755239159
11672,205000,279063.29551406205
8285,419900,533548.4929213524
21369,1770000,1128787.7008211762
1747,451555,430690.931062147
4355,660000,424555.2428048402
7956,495000,521295.37850254774
5433,342000,308120.5525266826
13504,515000,358442.46308399737
3227,1900000,1091741.7199397534
15742,525000,498179.38476106524
11317,500000,509945.04564118385
15969,230000,114874.24129472673
12883,335000,513551.84295617044
3095,285000,196050.56868748367
8327,250000,236455.3209632188
18061,915557,929914.0778564513
10143,670000,520267.09668797255
2366,1100000,930208.628146261
10553,465000,508373.09400351346
20831,399995,382325.6696360409
2794,750000,612577.2462051362
9242,1120000,1200121.8352585584
8691,500000,567619.5294235498
21124,398500,540910.4080318958
20710,420000,502910.1184399724
8102,330000,324210.3579969853
6023,263500,188456.22157856822
10048,315500,427275.9584978372
13099,525000,460986.63450717926
19033,925000,1048646.4617087096
1513,432900,357784.17939446867
9931,635000,741471.7959514409
1599,650000,770243.2771302909
13358,520000,470072.3510120362
15883,510000,813643.1218048483
19753,719000,826564.6489607543
2739,1150000,872753.3177460283
12083,299000,393815.3257239312
15661,355000,229116.67689818144
14024,875000,1020899.8234354258
13828,280000,197523.16448134184
5616,385000,352772.2955002934
12636,458500,565486.9058272839
11919,498500,620590.2395419627
19609,377500,252918.700308308
12814,291970,94070.3924869299
13888,574000,738501.117595002
2908,476000,526304.5911806077
5988,241000,60029.294480636716
13718,1330000,1363956.9469388425
7323,345000,595756.4345920682
5134,755000,419601.0678834766
14990,525000,750910.8517106026
19554,580000,556571.5632757396
1715,800000,711095.199623853
3057,770000,640931.0612338632
201,297000,423257.0417185724
20699,515000,576342.483837232
16330,280000,236374.27431359887
12074,355000,461692.8650934249
14297,1690000,1527225.6323704273
19968,495000,450635.9872418344
20545,295000,363505.93727366626
7962,687500,358361.2187189609
9113,145000,177611.24584685266
4172,400000,601705.5736164898
8534,880000,647747.1789344251
18809,390000,433505.43706798553
20369,419700,352259.508431077
17313,739000,755555.607756108
12858,132500,134478.22191745043
12763,650000,567358.0226569921
2371,254000,315448.0482773036
13873,360000,392736.081691429
4973,690000,689091.0136028081
2939,550000,476807.1772109121
2868,499000,660975.628299877
17629,507000,407458.27945934236
6651,580000,798460.2156614214
1282,371025,492613.8698205203
3880,589950,458649.0820206106
7624,250000,379748.8012564033
20942,650000,896049.3856518567
10686,545000,544143.878133744
7837,320000,363560.39103242755
4140,526000,407567.33668112755
9019,565000,503953.6623556167
19854,979000,829209.4032470137
134,675000,660084.17419824
14233,589000,382948.1985834837
18828,250000,124605.9318074435
16176,700000,605522.3367965072
12357,604000,903310.5462752283
9681,641000,546695.5325208306
19258,550000,383946.9197088182
19062,205000,177384.86102461815
13259,290000,396009.3591513634
5736,347500,380626.08591251075
4370,191000,154413.0415353179
21473,579000,660265.7894638181
14168,385000,608107.6782049835
7827,469000,294963.27373185754
12540,381800,353415.61556711793
8910,460000,694150.5938159078
1463,757000,808823.4041035324
20188,613500,682944.4571253359
16858,725000,740103.9821692705
199,385000,237477.42137171328
19297,624000,587195.2884541601
4110,462600,557025.2551002353
16431,800000,846719.0795913488
11240,246900,255917.34415335953
18948,556000,533019.1284370124
4806,225000,180033.47734427452
4719,440000,370681.1759531945
2779,665000,711345.3456239849
7918,785000,749265.5808673203
8330,262000,242250.9293165654
13843,1150000,494521.21274511516
20080,740000,881282.9977269024
21520,599000,487274.8111668974
5680,395300,370842.7725072503
14629,180000,118118.33551619947
18013,536000,619129.716143623
13772,225000,68047.08971852064
6530,295000,287999.32792420685
13502,728935,801514.3341011405
2401,322500,227556.99836288393
11239,575000,361222.4563880861
6584,425000,391883.6933132112
2032,350000,154364.42544062436
5709,263000,159956.89418539405
3557,385000,319425.5633165091
3106,400000,442268.32392434776
18621,707900,599898.2469493449
15891,373000,462630.3786290139
7964,500000,686749.7446936667
6619,550000,586964.9643325955
10325,459950,606487.5440265089
18763,1090000,990495.5244423002
755,316500,177415.9386444986
15339,900000,812550.3281974941
3354,850000,708756.22565566
1827,460000,466018.82820510864
15688,418200,475618.84441532195
19598,812000,697111.1843391508
20880,1100000,769874.1322091818
20769,430000,609886.8184213191
17523,439950,505926.8679805994
2055,320000,315044.24551312625
21263,441750,391495.6666659266
4527,263400,56717.869867131114
12516,840500,845181.0030436367
6199,560000,1103811.5083991587
13808,549000,641545.2069893926
11826,635000,664879.8120902479
7833,342450,392292.478394866
13157,530000,507991.3065908849
14329,490000,411534.03343078494
16463,431000,478487.08083988726
20262,252500,243578.059979558
6923,389800,520580.5166377574
11579,188000,7033.317450001836
14458,595000,467197.0019649714
11846,1480000,1170986.4185486734
69,1330000,782863.8814152926
21109,695000,488940.49581602216
9321,334950,397842.21581175923
12386,615000,550768.5259953439
8765,895000,913191.9588955641
15031,855000,973668.5618440956
444,205000,197936.61315621436
20641,859950,718476.7403094172
6986,430000,366274.403834939
11160,290000,234301.8605426252
12332,625000,694051.4697414339
12708,780000,1022342.8941805959
7077,600000,631963.5310600698
16860,277000,174095.2778519243
13667,349950,473616.67755395174
7065,875000,805418.551455304
2403,655000,801111.7418393791
170,284000,333221.03477835655
9520,675000,911248.2716205269
7819,490000,522646.3793165535
11708,208417,148237.2269257009
15291,625000,799124.7355231047
542,318888,501470.8236156106
7150,250000,193892.44741299748
3472,417000,564986.9608978331
1297,748000,671407.4862283468
9440,309900,257973.79453927279
16653,442000,425694.9109573215
2711,405000,226481.19071154296
918,290000,421770.12787272036
1916,210000,280742.2681078464
4421,355000,381984.21819368005
5453,660000,612371.1026769727
9220,607000,579994.8990869522
5029,415000,355798.81414467096
15587,383000,529210.8479805291
20000,460940,650583.9796551764
10958,282000,445165.620329231
427,1300000,750796.4342609942
9949,605000,630682.0473742336
11910,466800,420536.7894190997
1662,720500,893691.8687090129
4386,580000,520347.37917116284
18966,552000,705980.8727983832
5120,245000,206880.19071562588
20340,367899,411666.9005892277
6691,490000,508863.79099585116
18389,825000,1044500.3989105374
7121,499950,376194.91328799725
4325,496752,609666.5324100256
15630,253000,302933.02618689835
12582,1080000,1190774.8868443966
19679,505657,399515.13495492935
20357,745000,896504.4994745553
21267,448000,419434.6178764105
1578,605000,580196.3247924447
4670,1040000,1131447.4937942475
1433,640000,468936.6915307641
19350,290000,423307.4271286577
15289,335000,228054.85612027347
4664,390000,506997.22197782993
17418,364950,413273.75276359916
14283,685000,533430.3928371966
490,452000,409397.655344367
21255,365000,376793.376652807
1976,695000,643177.2742098272
15712,565000,638615.5619059801
1866,365000,377055.80069950223
17689,356000,254728.45311433077
7,291850,133412.8223772347
339,245000,371711.87247540057
14870,285000,414640.917323485
20795,799900,1105656.394758299
10026,689000,626333.074221015
19253,302000,276751.33366937935
8468,236000,268827.53808394074
18216,250000,189798.46910978854
13473,400000,471036.7771255672
7167,1260000,871460.7956879139
14669,295000,442685.43751356006
942,971000,1049846.3582278192
18356,500000,371533.0554099977
20782,272000,222461.6616243124
13540,905000,1082918.8908738196
2556,649000,1094125.4229422659
6823,340000,568278.794081971
6187,1040000,1136737.4417816997
12921,430000,535087.0602113605
736,588000,595188.6971353143
4707,328000,433510.1241065562
9579,563250,425120.2696303725
20572,653500,548260.4282032698
13928,386500,810502.0487975627
15495,699000,833334.6244693398
10474,250000,211204.16840656102
2131,250000,180383.72030866146
1148,75000,-422284.9072290808
3669,772500,748210.8877673894
1253,258000,367193.1807683557
16988,495000,482586.3587065339
5774,417500,384703.7265980691
4546,197500,227021.7909964472
19484,344000,249232.13494502008
14514,105000,13673.334258645773
13788,1000000,1161528.5867323726
2036,369950,479256.8437796384
8637,1440000,979039.7186449021
21031,518380,534879.7934616357
12914,782000,989405.9789564908
12609,500000,745271.751651898
8106,435000,232075.2799755484
13538,1480000,1045556.2209786475
12155,290000,535189.1180198789
18636,550000,478671.65306054056
6596,453000,502314.97410935163
10731,385000,469771.2497622371
20538,298450,297601.2279599011
2123,800000,644464.5735514015
12067,595000,622815.1129073054
14667,168500,289450.6791832149
11932,600000,882363.7643950135
21364,409000,242363.06664955616
2957,900000,1080531.7855766118
7193,410000,191766.61215017736
13429,480000,405675.92806074023
17924,390000,466386.2643365562
9309,309000,265352.96916137636
4679,690000,660777.3746764958
1242,170000,113067.56307572126
272,210000,270162.6948758811
6536,598200,697951.8443397582
20582,795000,761362.3744588196
3520,700000,862323.8341588527
5998,352500,407706.1714229435
18122,330000,482235.1790084243
4774,390000,151475.94941817224
3851,756000,934552.1958941519
15065,358800,469503.2993504554
12215,265500,262883.0958467126
8280,456000,616273.8148603886
17412,281700,275356.6179396212
10560,248000,253537.69780686498
3191,315000,359531.54102031887
1304,428000,422174.750390321
13279,270000,282488.71918328106
20099,392137,273973.2253999561
7595,245000,285930.05326102674
18754,607000,640332.3676648289
9799,854000,968903.6416207552
11431,848000,1003513.376671359
871,469950,463541.6111525446
17710,241000,228394.0849802345
18462,571500,350525.9235998392
8037,850000,808269.6443212926
6741,247000,179247.74603550136
21446,1020000,1116188.948876977
12662,410000,361305.8300036192
8879,920000,1074068.1919461042
14541,475000,336912.3701426685
6667,870000,1034944.4089780152
8456,140000,216455.78900411725
18433,270000,307584.0919344574
819,246500,33055.85209688544
6976,355000,452401.9141626656
4733,502000,513568.4072060883
9583,270000,589293.8812527359
15085,442000,433488.1276592165
12197,540000,569919.489774853
11580,1140000,846171.6074970812
21442,450000,391596.92895159125
17236,650000,630909.2539699078
9114,255000,177611.24584685266
3608,419000,617226.7713232636
10171,597000,586015.7457480878
16318,625000,705212.9893510044
11662,342500,380641.1170925647
4017,390000,461348.60804514587
16514,250000,364475.0715737343
6433,152000,93363.68455170095
17294,1210000,998648.7052737921
16930,427000,544720.6957823485
13338,732000,973386.7379058003
2370,482000,265219.72053840756
11273,270000,490389.72044330835
10418,1200000,616111.474576652
292,360000,519188.9511563182
11845,255000,355797.57533434033
20816,1750000,1500522.9091352075
19423,580000,594564.743408531
1698,561000,565004.068677634
6424,702000,692013.3904417455
5700,276500,236183.4924095571
19079,279475,-14173.632603049278
2029,475000,702205.440180257
3930,515000,356251.4407362789
10891,570000,550680.2294803262
10814,370000,607292.9839850664
17147,505000,640594.6825835258
20439,798800,799273.0306824744
11909,447000,402002.7880304903
14564,255000,148268.40092505515
16871,264950,199548.55483566225
18929,187000,106139.38897889853
11124,330000,415000.2312756479
20236,1050000,953843.2319696248
12281,374950,459465.3028315455
20546,908990,880747.8002099097
2151,605000,583793.4672415406
2843,282000,245843.39921173453
15471,3200000,2513996.6487822533
4615,291700,463231.7762582898
17142,209995,104288.57934698462
16827,760000,805528.8310491443
2717,422500,335399.6249667108
3623,436500,363781.6269328147
2684,312000,309196.1677105278
10604,562000,527959.7949823886
9398,353900,390723.4458591342
15149,975000,976679.7145598531
994,291000,237094.46049956977
3308,400000,386312.3144438565
8138,930000,1025975.8973293304
11721,635000,645968.2148702741
17150,231000,255338.56569691002
16375,935000,1158069.0306565464
18535,745000,783649.4733064771
11263,1080000,1104273.3421792537
8537,849000,930778.7663619816
4559,477000,573205.7109472901
4173,340000,325843.27749603987
8357,782000,1147558.3773213774
9373,533000,475323.7949874103
20821,533500,576314.336473152
18140,845000,993231.9141162336
239,472000,963114.9002432823
14587,770000,831832.7508529425
18466,520000,316039.42869386077
8708,460000,655274.8138420135
10046,375000,614062.2994327545
435,749000,641642.957818985
14155,228950,306128.92886030674
14333,362500,284024.94443178177
18303,329000,426182.71509192884
12120,675000,675310.5549951792
16604,500000,436058.3456106931
11622,1250000,1002097.106274873
4883,930000,1149462.7329546213
5304,915000,1150686.1043500304
9777,920000,763727.2412413955
2476,1220000,866369.7994528711
6120,345000,535809.4209562689
7260,540000,363362.5810687095
17167,752000,802950.6210699081
18838,709050,744856.1347749382
10182,225000,258693.90286950767
3987,790000,863132.2389056087
14357,490000,341274.6078531742
16112,1930000,1134592.9981832802
3699,385000,574602.6553130448
14193,273000,13876.464867129922
3894,876650,979215.4658893496
15454,610000,753665.4040808827
17980,415000,399472.2201163173
18735,1000000,957972.6859515458
7146,303000,417984.51069025695
16507,425000,416435.11336408556
18601,405000,491517.84041649103
389,385000,436550.7848543823
1565,199990,25852.913472145796
18970,237500,184815.4605088085
14438,248000,19160.456357762218
7303,798000,881826.9691199809
5206,655000,670625.6701695323
943,915000,980139.6202358454
20229,280000,291638.7830285132
296,265000,164349.44867140055
14345,850000,806268.9042370319
10239,315000,445760.845800519
8733,830000,968051.0805273354
21579,1090000,1212485.4671146125
1186,545000,606273.3632584661
6139,260000,150878.57641153038
2447,913000,1012049.6714323312
8507,635000,552527.127805233
10844,580000,870239.5523158163
18454,300000,341490.6549254656
1393,519900,781608.2942114323
19653,1450000,943972.2409990579
10465,290000,367954.04080303013
19715,600000,1130939.29144153
20237,771005,847897.2765023559
20772,411000,513865.921171993
4828,339900,450522.0074869096
19437,888550,1056571.8800181597
10168,1400000,932898.9435954243
4846,375000,442493.22991348803
5499,657500,356471.14409922063
21047,390000,424849.12625333667
18956,665000,608412.7736637443
1124,302000,402127.7285954058
13811,389000,649712.2634024471
19777,655000,552634.8572179526
14453,573300,449068.3098297566
662,475000,490490.6021102071
5886,420000,413453.1785029471
13377,260000,373590.70782370865
10145,310000,193451.21039292216
13400,269000,233851.66791823506
8433,374900,517393.7019133866
21200,615000,748579.9776015431
2862,875000,886003.7540473491
20337,475000,310806.86450205743
8830,360000,385705.98114706576
9142,403504,225155.53020840883
21276,549995,535292.1825038791
18003,630000,655525.3248488456
14744,229950,183931.44932317734
4282,215000,245480.65273286402
4576,238000,176771.6262744367
18070,580000,632572.2517359704
10482,435000,578542.4724856913
13914,870000,1063289.1974688023
7385,879000,1240959.9834730923
11403,484950,616459.128995344
2573,630000,505313.6318642348
17173,300000,288745.6812443435
1968,439000,313426.5811113417
16016,660000,898672.5107054561
6640,580379,589681.811353147
6901,465000,716178.1705529243
10642,439000,473013.06328994036
5481,255000,350001.2738740891
12099,427000,468417.26076975465
15270,339999,426655.1587866843
1674,224000,257389.2409980744
12848,410000,317174.03185389936
20362,600000,739838.8983008564
17101,415000,440058.4687460661
14023,360000,457242.904729262
18539,720000,751373.3113823831
5489,325000,235127.18754534423
1432,2540000,1393560.7040775865
17068,988000,918515.7871525884
10726,585000,615874.2555075139
5558,250000,437908.991626963
11898,400000,654787.2408213615
13740,599950,656472.7392099202
9133,305000,533461.2728614807
1154,310000,357268.80001075566
7227,375000,487351.20018309355
205,840000,749275.9298439026
3153,700000,716324.682176888
6396,345000,139661.09608739614
19818,449950,540199.1039942801
21005,345000,414398.49983645976
3983,415000,540597.639712289
8920,515000,754861.5493098497
13801,384000,207442.0111387223
17827,269950,361167.8870432377
13291,241000,114910.87842035294
17348,840000,789128.431114465
11408,751000,986644.9212702066
7440,665000,651980.0605641901
17191,707000,761760.4561404139
857,450000,705497.4677149802
4286,585000,437612.7783306986
5126,300000,355027.5243855119
5193,492450,367164.7929276526
8578,365000,470089.61775660515
1684,874150,1179348.645001769
15316,550000,1012332.8243477643
21171,298000,230797.59205791354
6643,212000,18826.300253897905
7815,265000,289243.8064300865
12301,385000,552688.0628329366
20518,550000,275308.40589948
11454,199000,217656.86458969116
14528,415000,427502.7783590704
2904,430000,523068.71639432013
12361,4210000,1985792.5925303549
3049,517000,360263.25114761293
8668,242000,351939.7129126042
19248,320000,78707.42754100263
2273,299500,264077.1236348003
16923,335000,175383.04633826017
14534,1230000,1187016.5128389597
1390,439000,419068.37255601585
567,671500,673173.2714878321
6348,380000,380268.07323014736
3625,512500,491950.25273387134
2874,600000,650552.632501483
14876,710000,687996.5356657952
14211,474500,288137.9699780941
17771,399000,403990.8924254179
6359,264950,332362.82638800144
17616,280000,163073.99171628058
1989,962000,767384.9726763219
7638,460000,414877.2490182519
14158,275000,199730.32973271608
18011,980000,827035.9196397066
19627,419950,645340.4591342509
21029,375000,265717.0947651565
10796,485000,366337.77851739526
10528,500000,478485.49108842015
18721,399950,463291.2260914594
16735,630000,664620.9172534943
12716,485000,646423.3630751818
15741,356000,541466.8968091607
12833,498000,710834.5152832121
17462,540000,1502209.451050818
1481,504750,576534.3709981889
14761,807500,868755.3990779072
3719,775000,915198.4772708267
13204,402000,392901.7721874863
8403,699000,826273.9192436188
804,385200,192220.81772699952
8546,224000,283528.3933689445
15555,745000,801985.8503385335
6737,430000,332940.9408516437
4841,210000,287279.9658649713
12180,225000,149680.8981049955
20178,415000,521792.9908747524
16927,262500,545372.046610266
13073,677500,596182.3469249606
1539,415000,601347.718279019
1852,210000,391723.663638711
6828,428000,502201.7966672629
14531,548000,438411.9460106939
19443,342000,397343.9049844742
8893,452000,382885.2861753851
2164,238000,104007.23288883269
4516,369000,403070.80179332197
109,470000,511434.48234789073
3969,375000,563652.80336003
14019,327000,296101.72215239704
11457,405000,539177.5052056611
8236,1320000,963455.734180525
16405,653000,765858.9093003422
17172,564450,753108.4989885092
14215,310000,275943.32897882164
1891,300000,409893.40196315944
15800,440000,239080.9285221398
16387,206000,-13915.710002690554
21148,882990,911374.6643834561
6525,330000,241563.82971151173
16845,380000,285943.7614015639
14599,309000,337287.1288039088
16548,310000,504386.03502866626
13776,549000,594276.8697002083
20762,800000,749798.5784469843
8544,570000,555052.7582261413
10410,330000,461083.05461397767
8503,230000,527998.580447346
19826,300000,308608.3564718962
5694,866000,987250.7223948091
15608,329950,352567.97049844265
17034,450000,413694.25436635315
18139,412000,395078.9311888665
13048,375000,351897.67637860775
3471,380000,318910.0418383032
8230,810000,736366.126880005
2729,649000,687537.5300131738
17764,990000,797159.3080107719
3380,783350,960779.2431893349
8916,305000,294097.165727213
9410,375000,604905.4055977613
16595,420000,565831.2169275284
14435,445434,487292.6973579526
10030,325000,396314.97788643837
14641,760000,726113.9618019611
6155,300000,487130.10479186475
12812,343000,344979.18550515175
4271,858000,1009950.8089890629
10895,110700,107358.01713749766
19284,1430000,944803.2937882096
14655,275000,297537.1205395311
13548,260000,555107.0895586014
1360,2200000,1906072.491482973
10134,610000,711162.5025390089
11195,595000,714121.9997737557
4754,1470000,1058294.672465369
16918,350500,503128.55771400034
15011,2450000,1450682.8304098397
4784,497000,543811.6031661332
17922,215000,79638.85810743272
10751,470000,344506.4631228596
18689,388000,511469.20292186737
2265,210000,322924.9237318486
1270,470000,585946.147730723
18382,705000,648551.9219022989
13884,467000,355033.5693163276
7856,387000,470947.1383692622
18241,400000,342877.54927170277
12923,469000,606267.4662155062
13411,697000,648244.1039236933
20185,430760,404036.3347751796
1288,325000,663106.1117436737
14262,475000,642503.3338784128
2156,550000,744860.0447876453
1453,500000,494372.9885985255
21589,507250,422820.89419430494
12506,760250,627008.1643626094
16782,386000,576285.8782111257
8588,245000,260928.06221713126
20685,317500,216332.15768648684
